date,ethClose
2021-07-13,1940.0839839999999
2021-07-14,1994.331299
2021-07-15,1911.175659
2021-07-16,1880.382935
2021-07-17,1898.825195
2021-07-18,1895.5521239999998
2021-07-19,1817.296631
2021-07-20,1787.5107420000002
2021-07-21,1990.970825
2021-07-22,2025.202759
2021-07-23,2124.776611
2021-07-24,2189.21875
2021-07-25,2191.373779
2021-07-26,2233.3666989999997
2021-07-27,2298.333496
2021-07-28,2296.54541
2021-07-29,2380.956787
2021-07-30,2466.9614260000003
2021-07-31,2536.209961
2021-08-01,2561.8520510000003
2021-08-02,2610.15332
2021-08-03,2502.349609
2021-08-04,2724.619873
2021-08-05,2827.328857
2021-08-06,2890.94165
2021-08-07,3157.23877
2021-08-08,3013.732666
2021-08-09,3167.856201
2021-08-10,3141.691162
2021-08-11,3164.2451170000004
2021-08-12,3043.414307
2021-08-13,3322.21167
2021-08-14,3265.443359
2021-08-15,3310.50415
2021-08-16,3156.509521
2021-08-17,3014.845947
2021-08-18,3020.089844
2021-08-19,3182.702148
2021-08-20,3286.935303
2021-08-21,3226.083984
2021-08-22,3242.115479
2021-08-23,3319.2573239999997
2021-08-24,3172.456299
2021-08-25,3224.915283
2021-08-26,3100.325439
2021-08-27,3270.60083
2021-08-28,3244.40332
2021-08-29,3227.002686
2021-08-30,3224.374268
2021-08-31,3433.7326659999994
2021-09-01,3834.828125
