date,ethClose
2015-08-07,2.77212
2015-08-08,0.753325
2015-08-09,0.701897
2015-08-10,0.708448
2015-08-11,1.06786
2015-08-12,1.2174399999999999
2015-08-13,1.8276700000000001
2015-08-14,1.82787
2015-08-15,1.6889
2015-08-16,1.56603
2015-08-17,1.20361
2015-08-18,1.08705
2015-08-19,1.25886
2015-08-20,1.46492
2015-08-21,1.39529
2015-08-22,1.37923
2015-08-23,1.35259
2015-08-24,1.23127
2015-08-25,1.14019
2015-08-26,1.15998
2015-08-27,1.1477
2015-08-28,1.1913799999999999
2015-08-29,1.18255
2015-08-30,1.3192700000000002
2015-08-31,1.35824
2015-09-01,1.35161
2015-09-02,1.2947899999999999
2015-09-03,1.2649299999999999
2015-09-04,1.27441
2015-09-05,1.33881
2015-09-06,1.29583
2015-09-07,1.24665
2015-09-08,1.24243
2015-09-09,1.20651
2015-09-10,1.16577
2015-09-11,0.982978
2015-09-12,1.03874
2015-09-13,0.936003
2015-09-14,0.8756219999999999
2015-09-15,0.9444100000000001
2015-09-16,0.907175
2015-09-17,0.874231
2015-09-18,0.853685
2015-09-19,0.882391
2015-09-20,0.9384450000000001
2015-09-21,0.919047
2015-09-22,0.9017959999999999
2015-09-23,0.8934059999999999
2015-09-24,0.81361
2015-09-25,0.736223
2015-09-26,0.785964
2015-09-27,0.720839
2015-09-28,0.582886
2015-09-29,0.661146
2015-09-30,0.738644
2015-10-01,0.6902149999999999
2015-10-02,0.678574
2015-10-03,0.687171
2015-10-04,0.668379
2015-10-05,0.6286430000000001
2015-10-06,0.650645
2015-10-07,0.609388
2015-10-08,0.6217159999999999
2015-10-09,0.650628
2015-10-10,0.627857
2015-10-11,0.634963
2015-10-12,0.62603
2015-10-13,0.6076550000000001
2015-10-14,0.522968
2015-10-15,0.561878
2015-10-16,0.5364949999999999
2015-10-17,0.5471779999999999
2015-10-18,0.517734
2015-10-19,0.48901400000000006
2015-10-20,0.434829
2015-10-21,0.447329
2015-10-22,0.567702
2015-10-23,0.5396569999999999
2015-10-24,0.5635899999999999
2015-10-25,0.616039
2015-10-26,0.731317
2015-10-27,0.869641
2015-10-28,1.00248
2015-10-29,1.20666
2015-10-30,1.04122
2015-10-31,0.9166270000000001
2015-11-01,1.05567
2015-11-02,0.9897889999999999
2015-11-03,1.01336
2015-11-04,0.89905
2015-11-05,0.8956370000000001
2015-11-06,0.926032
2015-11-07,0.927974
2015-11-08,1.02747
2015-11-09,0.9992780000000001
2015-11-10,0.934348
2015-11-11,0.791829
2015-11-12,0.895711
2015-11-13,0.9040959999999999
2015-11-14,0.888812
2015-11-15,0.9063680000000001
2015-11-16,0.9289620000000001
2015-11-17,1.0079799999999999
2015-11-18,0.9933190000000001
2015-11-19,0.9555319999999999
2015-11-20,0.9249200000000001
2015-11-21,0.97614
2015-11-22,0.968018
2015-11-23,0.9469690000000001
2015-11-24,0.900191
2015-11-25,0.8635370000000001
2015-11-26,0.8841829999999999
2015-11-27,0.867951
2015-11-28,0.915703
2015-11-29,0.8786139999999999
2015-11-30,0.8731190000000001
2015-12-01,0.8748
2015-12-02,0.82121
2015-12-03,0.8121430000000001
2015-12-04,0.840041
2015-12-05,0.8624379999999999
2015-12-06,0.8355
2015-12-07,0.811264
2015-12-08,0.822118
2015-12-09,0.792167
2015-12-10,0.8403959999999999
2015-12-11,0.9297620000000001
2015-12-12,0.976973
2015-12-13,0.9528840000000001
2015-12-14,0.993022
2015-12-15,1.01415
2015-12-16,0.991182
2015-12-17,0.940701
2015-12-18,0.920127
2015-12-19,0.9080719999999999
2015-12-20,0.903885
2015-12-21,0.9007709999999999
2015-12-22,0.864202
2015-12-23,0.8580770000000001
2015-12-24,0.8632620000000001
2015-12-25,0.8703629999999999
2015-12-26,0.8546030000000001
2015-12-27,0.8563649999999999
2015-12-28,0.8450049999999999
2015-12-29,0.8730540000000001
2015-12-30,0.911958
2015-12-31,0.933542
2016-01-01,0.948024
2016-01-02,0.937124
2016-01-03,0.9719049999999999
2016-01-04,0.9544799999999999
2016-01-05,0.950176
2016-01-06,0.95086
2016-01-07,0.942005
2016-01-08,0.9867889999999999
2016-01-09,0.986833
2016-01-10,0.999231
2016-01-11,1.0616
2016-01-12,1.141
2016-01-13,1.1252
2016-01-14,1.18959
2016-01-15,1.20801
2016-01-16,1.2202899999999999
2016-01-17,1.3274700000000001
2016-01-18,1.42634
2016-01-19,1.3713899999999999
2016-01-20,1.5318200000000002
2016-01-21,1.5535700000000001
2016-01-22,1.50127
2016-01-23,1.9726700000000001
2016-01-24,2.1412
2016-01-25,2.49927
2016-01-26,2.27637
2016-01-27,2.38855
2016-01-28,2.5264900000000003
2016-01-29,2.49496
2016-01-30,2.44506
2016-01-31,2.3060400000000003
2016-02-01,2.21169
2016-02-02,2.4396400000000003
2016-02-03,2.52869
2016-02-04,2.57804
2016-02-05,2.53899
2016-02-06,2.5344599999999997
2016-02-07,2.96434
2016-02-08,3.17979
2016-02-09,4.04464
2016-02-10,4.43626
2016-02-11,6.0131
2016-02-12,5.5469800000000005
2016-02-13,5.38532
2016-02-14,5.239730000000001
2016-02-15,5.28835
2016-02-16,4.31529
2016-02-17,3.7572400000000004
2016-02-18,4.39913
2016-02-19,4.73789
2016-02-20,4.34133
2016-02-21,4.65362
2016-02-22,5.6165
2016-02-23,5.5862099999999995
2016-02-24,6.23647
2016-02-25,6.1048
2016-02-26,5.92167
